315	3	-0.265160	-7.986669	6.972277	6.826450	6.562269	3.914705	-1.496436	-4.165560	3.562920	3.584797	5.189586	0.371324
328	3	-2.122667	0.660041	-0.686222	-0.376075	-6.972048	-3.645273	5.373883	6.008379	4.345764	5.271797	-5.426374	-6.310432
339	3	7.183617	6.624571	-3.804175	-3.448802	-0.516065	-0.364209	7.335465	8.315939	6.606769	2.013454	2.634814	6.572586
342	3	6.256967	6.245982	-6.760386	-5.156912	2.012103	1.614502	-1.884675	0.208161	-0.322511	-5.283108	4.876264	5.464793
345	3	6.355471	5.492108	0.788304	-7.493355	1.260267	5.485761	5.335865	-4.617466	-2.704955	-3.102757	5.373148	1.250781
375	3	0.853611	0.480761	0.913762	0.115718	6.036001	7.110040	-3.052942	-6.232659	-2.966792	-4.572626	7.470950	5.898650
395	3	-3.027734	-6.420459	6.884363	5.994701	7.410382	4.873704	-5.042104	-5.242135	3.018067	0.541951	-2.807916	0.053900
407	3	7.116831	0.504416	0.139024	7.609789	-3.480452	-4.754205	3.235052	8.077909	7.187138	6.533741	-2.350218	1.258281
421	3	5.727634	5.855333	-6.024056	-2.632531	0.819335	5.853467	5.068475	2.035465	-3.674110	-6.965108	6.005635	6.059246
434	3	2.665920	5.869776	6.346981	3.149056	7.489020	6.546616	-1.151134	-1.784736	-0.191504	-0.017925	6.677800	5.164105
436	3	6.156129	6.682364	-1.663901	-6.258678	3.788716	2.272895	5.331584	4.712284	-2.842534	-3.214548	6.172811	4.712850
440	3	7.673206	1.994700	-3.282019	2.166215	0.016568	-3.672526	7.073715	6.989066	8.106984	7.020431	-5.882475	-2.987642
450	3	7.243060	6.817282	-1.999806	-2.809661	-1.362228	-5.169094	8.937551	8.647595	7.003385	1.626926	2.608020	6.452693
452	3	-7.855660	-1.460545	7.630798	6.737354	5.078991	9.221137	0.778458	-1.310856	0.351714	2.494898	2.545063	0.191416
457	3	6.163807	6.621254	-3.520874	-3.820292	6.089719	0.739460	2.758935	5.695096	-6.221492	-3.154077	5.721751	7.707792
463	3	-3.514733	-8.147058	5.599571	8.183390	5.739669	4.048194	-5.313697	-2.689467	0.466424	-2.310056	0.341777	2.148743
473	3	-1.148245	-4.896890	8.179049	6.713664	3.625402	4.465367	6.424794	1.631428	8.056578	5.576902	1.505604	-2.343041
488	3	-4.781029	-1.964408	4.247553	6.453523	0.106905	0.546244	-1.053815	0.733056	6.664437	5.361349	-7.762904	-3.643304
491	3	-2.770210	-2.467607	7.541910	6.220717	7.206975	5.800902	-4.754958	-1.860045	6.323790	4.678907	1.600622	3.466001
494	3	4.676172	0.116917	7.823062	5.891561	7.490701	5.792455	2.190148	-4.928438	0.083764	-6.216001	8.667700	5.892028
495	3	-4.850505	-2.658041	5.744013	5.248797	1.351825	0.286881	1.420617	-1.333292	5.633982	4.883396	-4.606577	-7.087093
503	3	-3.292038	-2.546886	6.914838	7.174966	7.846805	5.358485	0.895674	-0.313163	7.847665	5.358542	-5.414421	-3.753891
524	3	0.198305	-2.096813	3.947477	5.791684	1.360367	-0.436633	-2.260100	1.313822	6.903142	5.788975	-5.460509	-5.039471
525	3	1.189738	-1.438206	2.125174	-0.988223	6.992089	5.194569	-0.907864	-8.140326	-1.537842	-5.668173	7.876942	4.344418
531	3	1.041755	2.087238	2.479603	-0.443953	-3.100280	-1.764074	8.742327	4.870077	5.801810	7.913298	-3.532653	-7.629616
534	3	-6.302418	-5.597364	4.219489	6.868804	-1.520937	0.495185	0.781783	0.456419	4.260471	6.054362	-3.462464	-4.582457
541	3	7.860748	4.781375	-2.450441	-1.576711	-4.555215	-4.147213	7.729825	6.128513	1.596334	-0.228409	-1.112229	0.125910
544	3	7.590538	6.537427	-3.823721	-4.997448	1.725410	6.536314	4.882006	0.993023	0.867476	2.553470	6.811208	7.517556
550	3	6.589325	2.857451	0.557037	5.403184	7.513414	6.938513	-4.873685	-0.383383	-3.698739	-3.642101	5.759205	7.374109
553	3	3.218401	4.545433	5.359085	3.577422	5.326697	5.367871	1.241021	-2.408288	-1.481101	-3.753976	5.831520	6.028202
560	3	-4.366784	-2.572498	6.660310	8.707310	6.310580	8.581359	-1.299892	-2.639539	1.799398	6.649115	5.500064	3.254059
562	3	4.511708	7.945410	-3.265769	-4.488432	-4.676966	-3.212670	8.285542	6.523789	3.916956	3.044144	2.087581	5.207741
575	3	0.598901	7.387906	6.426119	-0.110116	7.012193	7.822843	-2.658760	-4.194508	-0.942810	2.731047	8.904985	6.155660
576	3	3.249629	6.305422	2.815491	-0.106604	7.639258	6.404348	-3.155176	-6.224875	-3.038027	0.827123	8.805583	2.680392
585	3	-3.921259	-0.453115	7.083554	6.534208	6.478219	8.766366	-3.969806	-4.251481	2.359551	5.582695	6.738955	2.736845
604	3	1.762020	6.858017	5.785772	0.884640	7.139240	6.912161	-5.451728	-4.716055	-0.382120	0.085902	6.695164	5.940157
614	3	6.457263	8.051546	-6.642663	-0.646251	-4.903522	-3.757315	5.166628	6.791198	6.420532	2.559674	-0.803038	4.717932
625	3	7.547652	3.880360	2.949054	4.798293	2.250073	3.754145	7.311550	5.534725	-1.801199	-2.689909	7.327129	6.392929
627	3	6.400370	5.585921	-4.290281	-1.771694	0.457010	-0.510595	1.400433	2.291857	-4.780347	-3.659548	6.666545	6.985024
636	3	-0.880161	0.958951	-0.600821	0.963522	-6.467779	-4.097540	5.048348	6.896046	5.708277	7.241484	-2.895791	-2.432439
637	3	2.182154	2.147902	4.007789	5.915619	6.973639	6.531845	-3.120878	-4.221783	-3.623419	-4.243874	4.353917	5.980984
639	3	7.044851	7.381842	-2.936599	-1.552203	7.034961	2.303582	0.644464	5.982480	-5.188993	-3.635235	6.575281	9.204631
641	3	-4.863705	-5.547306	5.568642	6.998672	-0.079003	1.622138	-1.215535	0.776259	4.836623	7.017812	-6.098905	-3.798967
646	3	6.168782	6.761457	-4.033972	-5.193385	-5.935087	-4.943377	5.731383	5.436905	-0.164275	-3.280264	0.464481	0.305180
668	3	6.462875	6.295155	-1.899202	-7.288278	1.524538	-1.209786	2.148541	3.919324	-4.523778	-1.629731	7.419730	3.928043
674	3	7.453078	7.010591	-7.504510	-5.664353	2.080185	1.698562	-1.547940	-0.430205	-2.289284	-3.514007	4.725861	5.936160
686	3	7.117685	5.852090	-3.216847	-1.899493	-2.892653	-0.745520	6.551201	1.785837	-3.530521	-5.585247	6.766413	6.710696
692	3	3.588131	7.316296	2.139197	-5.466230	-4.951060	0.504222	6.543242	4.882810	-1.133232	2.311586	2.655007	0.914242
694	3	-4.673419	-3.900671	7.244124	8.575230	3.640710	6.755109	3.474093	2.875808	4.907941	7.837495	-1.880093	-3.281670
713	3	5.765489	7.530196	-4.016000	-4.794674	0.794786	1.915377	6.003544	6.738649	-5.175548	-0.606825	6.003594	6.738936
714	3	0.094821	-0.115374	4.154163	6.613204	6.954459	6.280457	1.374478	1.677467	6.954733	6.917329	-2.306037	-4.915918
722	3	-2.887975	-4.273422	6.559407	5.158959	6.136854	5.703134	-2.409283	-3.974207	0.550167	-0.598401	1.997081	-1.160360
725	3	-4.833717	-3.929014	7.128606	6.021964	2.952165	5.205836	5.512026	0.290189	5.465106	6.340061	-0.636261	-2.908776
731	3	0.683680	-0.341125	2.710080	-1.224264	-4.461620	-3.103597	7.166032	5.332281	6.126831	5.740994	-2.075654	-7.401877
733	3	-5.798082	-3.801150	6.543020	7.704298	6.628424	3.242300	1.758848	6.537126	6.634096	5.429518	-2.407439	-1.725092
736	3	-0.865864	-3.014730	5.642101	3.584519	1.267235	-0.740975	-0.925161	-0.192118	4.999918	4.578141	-6.228431	-3.441337
741	3	5.987586	2.045706	0.154841	5.371875	-3.394567	-2.892656	6.748317	7.275484	6.114693	6.170254	-5.613737	-0.373609
743	3	4.192206	-1.827256	2.619996	4.858729	7.139977	5.342390	-0.540648	-1.381981	-2.344706	-6.044261	6.297189	5.749085
745	3	-2.593386	-6.232424	7.085846	3.644024	7.241962	5.644341	-2.456129	-7.356458	1.572622	0.045942	0.557059	-1.999474
747	3	-3.439279	-1.744495	6.190926	7.978647	4.157412	2.556720	0.908383	5.183902	5.674123	6.516182	-1.419321	0.949637
770	3	9.396202	6.209136	-3.955575	-1.718093	2.877750	4.918760	6.776514	6.047606	-3.154434	0.175239	7.038984	7.989404
773	3	0.222639	-3.315765	7.768426	4.650278	6.558021	6.911248	-0.930205	-2.034887	5.504320	6.495283	4.616579	2.873334
790	3	8.142988	7.766049	-7.957281	0.094822	0.640210	-2.625094	3.389401	6.832854	1.726728	0.532638	-0.944598	2.925749
792	3	5.045758	-0.308005	-1.984445	7.057820	-6.622616	-4.931143	4.457507	8.317542	5.243396	6.199848	-8.543131	1.170686
807	3	2.339289	1.285259	1.651453	-0.510032	-1.045636	-3.387211	6.375254	4.837859	6.709087	7.394213	-3.307050	-2.826133
835	3	1.952579	-1.122466	0.071747	1.399703	7.191538	4.442758	-5.335602	-0.909854	-2.696396	-6.459984	5.261539	6.510512
853	3	7.647460	8.601525	-3.551513	-5.063017	2.760359	7.090675	2.524410	-1.349343	1.214633	0.804131	8.559856	7.041639
863	3	1.299724	6.255978	2.448857	0.010728	7.169915	9.352271	-0.351452	-0.148915	-4.811791	0.135996	6.963683	5.111352
866	3	7.296116	3.953208	-2.787953	2.058336	3.991918	-1.991894	2.097384	6.778866	2.244506	-5.650902	3.786457	7.693432
869	3	3.906249	1.024879	1.481838	5.974217	6.651467	6.771324	-5.120604	-6.429978	-0.264636	-1.768695	6.285714	6.080813
871	3	6.670361	7.044394	-3.792975	-2.627871	6.634855	3.436204	2.411988	5.195352	-4.244372	-3.046904	8.415708	6.615449
885	3	3.588627	-0.092175	6.734030	7.129760	7.907567	6.960954	0.382232	-4.588433	3.988483	5.762121	3.695775	0.524252
888	3	0.817406	-3.686455	0.423784	4.994676	5.925665	8.170876	-7.656040	-1.969335	-2.489849	-3.936460	3.210755	8.328058
899	3	7.008337	6.796906	-7.751812	-2.936814	0.412699	2.323664	4.591452	5.089589	-3.384627	-2.180918	4.591660	5.741772
903	3	-2.538842	-6.741352	4.273111	4.900264	-0.818949	-1.002724	-1.805615	-1.349046	5.802464	5.131178	-6.775411	-6.496040
904	3	-5.306844	-6.882143	4.904963	4.209428	0.590863	-2.507242	-0.458174	-1.552215	6.058521	3.702934	-7.037378	-1.910035
907	3	-6.872950	-5.061457	7.525352	6.403669	3.399995	7.164344	0.990208	-3.320849	3.969706	7.166728	-1.052625	-3.683832
909	3	1.159411	1.282484	2.326752	-2.587259	6.779469	6.309512	-4.827573	-6.631462	-3.476951	-6.204562	7.358973	5.751623
916	3	-6.490689	-4.609823	7.019365	6.471448	-1.562619	0.361251	1.408240	0.764246	2.047635	3.677634	0.436783	-2.772188
921	3	1.790384	-5.489407	0.760980	5.773882	5.479996	6.039205	-5.069480	0.441717	-3.649355	-6.079947	6.151585	8.339475
925	3	0.924284	5.948507	1.437545	-3.291018	6.064431	7.214760	-4.691803	-3.871283	-4.726483	0.380261	6.127170	4.443088
951	3	-6.925093	-1.342164	6.699648	5.355025	4.582904	7.314996	-0.324886	-2.800489	-0.212984	0.399409	1.332629	2.098389
983	3	4.343846	7.375132	-0.519011	-3.257703	-4.709516	-0.895788	5.404629	5.917694	1.380252	6.881946	5.383302	1.222234
990	3	1.341519	-0.534641	0.824172	1.523216	-4.764854	-6.277319	6.036750	7.793018	5.738025	4.279898	-6.338151	-0.050184
994	3	-5.540434	-3.556156	8.519943	8.334037	3.842819	0.810292	4.772108	8.114023	5.620494	6.629492	-1.160138	-0.921122
995	3	7.003081	5.337620	-4.324271	-1.929531	0.948769	-0.480974	1.718851	6.450847	-2.096079	-3.537799	4.819459	7.798585
999	3	-5.408296	-3.290632	7.373994	5.940340	-0.966848	0.486082	0.893615	-0.382835	3.989002	5.631818	-5.152732	-6.896152
